file_hash,label,vexir_0,vexir_1,vexir_2,vexir_3
d7a0453822a445c250b21101ab90d4dac72e176bbe1c6e7dbdbb0694d1db50d0,1,-2.9101552673908477,3.3001401033204525,0.3327090496236696,6.405020268537344
b02c33fe254975bb5829dca0b953a65ff295384063f0072ec27f0e22651eb332,1,-2.1434549086793866,2.144088281819672,5.021894079961681,-1.7905366545871013
f20d16951c4de51e9b687e086314910db2e13bbf5b8d113c580ad73bf23d6878,1,-5.19360885278933,-9.793696685856757,3.27833303013283,-0.008235616548293856
249ebffe7b3a5e15638c95627316e43aa24d4f09b04d520a3d25c103e5168f82,1,1.1568645490196678,-5.725790655291909,-1.9325075031507575,2.5176924025701966
2e4ea96a8fe1da2bdcf8d33b6f047f52da528f06a7c5607fbf2556f875ae5920,1,-0.6686533943726038,0.08595590465111475,3.4446692436232964,-0.06504158871044351
96448a78292595053bef9466a320adfedf023012c0e97bf58784c9788b8216da,1,-1.0631623084731254,-0.3061090542552305,2.94921500492856,3.4597708592944363
23bf879effb670573dc4e0ce3f5b3240c2304d63cdfe6e5bfefbdace495842c0,1,1.093319193726754,-1.037531329865822,2.030618286146801,5.641161307699732
041f1d16a2b247c99d391daf00570ab9b389d3df0b1a1b41221cb7d369206c52,1,-3.8322741949975048,-0.7656742178591519,-2.0077773990207946,-4.3849738491171255
d4feb844059de8fa0a7cab031b57fd4eb68f3384eb326ff947520f487992baa0,1,-4.20622278733241,-1.7545948847735433,-0.03546409988463677,-0.6038005803144144
6f06fa082e6f50d84cc645f4c7197f0642b250d970ea798928e4ee3ec82452dc,1,-0.2653247332170823,-3.593688078260338,-3.0318564291978074,3.171767426351979
5bed181f64afa9790a28f29773b9c0bf3c030c8b999723635b0c31849ba6c855,1,0.020910881578157542,3.310846765752758,1.3737241200491044,-2.7968161576689137
2e698dd936e6312e55823d5dcfc335123feca659cbec05dce4475e9cc11238a7,1,0.49332253499654866,2.85815967955818,-1.9835448253473449,4.3409792752257195
57756cb0b46a8b6405b1195b303f6c9cd86c50c49c79a78de337b02430390a2c,1,-0.9701712145899606,1.3381222212145734,-1.2421581783087472,9.237156885319502
f466a65e30ac02db734c1475fe417710c96cb289217d4dbf608f1a3000ea6f5f,1,4.346335693967226,-0.7345175518419302,3.688775208396348,-1.945905689880084
d5d10253e6d2b66117982758bfe39eec3e8f23396a011ea76f769ce27cc3cc53,1,0.2761956153809813,2.1053153085339247,-1.8942357535337921,-1.6127542666781653
4a4065e3a0c06d9dcb2943ab1ba67c9f8894936c6aa34add255f7d30250a7118,1,-4.902578057546985,-0.26783812103245874,0.46047341483007753,1.2521089118518898
d525f9625222e5f86aed156c48cdeb3f1fd01749ff9192df3938e364c7247350,1,1.70027854587343,-3.631703658839915,2.164233346495734,-2.0741703784855394
ee566beca98845d526fde577f29ad36582ed1ff47dcc437cdf29f9afb19c0383,1,-3.0988227356406615,-1.7860474944193487,1.3787901589589275,-7.064012654379273
79b8f959e61e758a830fc930be53e9f4db333360e3bba6a710616bf17f26b4f7,1,-0.7753151495255305,-0.5567128698163568,-5.8779375815891095,4.356681862599684
16a0ea0910b90dd1eb76ff05d1e6851d21105de821f2246b64a5d8733cc4b81e,1,-2.3463401053953996,-3.6392014469514353,-0.7661772996374991,-1.5322938532196169
3a748ea392a6dc4bcc11763535138597d92da2d60b908afa6df44a890665161d,1,-0.21791919414132643,2.8826285548761463,-0.5455964389086834,-1.5570375619547725
fdca82c96af8eee9feb3414eae2321ff2d1e6e6d26a2de6a99953befc3079a46,1,4.435954555606996,-1.6230670003678467,-2.533556271489405,0.07750892944502508
782538630a2b980bcdac841b3282490e68dc9723809f4c555d5c29a0f0da30ca,1,0.14011730920555396,1.3165003545830858,1.0748166693116314,1.6057145746242567
